Serial No.,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days:Policy-Accident,Days:Policy-Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange-Claim,NumberOfCars,Year,BasePolicy,FraudFound
6341,Dec,4,Friday,Pontiac,Urban,Monday,Dec,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6341,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6342,Oct,2,Thursday,Honda,Urban,Friday,Oct,3,Male,Single,35,Policy Holder,Sedan - Liability,Sport,"more than 69,000",6342,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,No
6343,Jan,3,Sunday,Honda,Urban,Monday,Jan,3,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6343,1,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils,No
6344,Feb,2,Friday,Mazda,Urban,Tuesday,Feb,3,Male,Single,34,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6344,12,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,No
6345,Mar,2,Thursday,Ford,Urban,Wednesday,Mar,3,Male,Single,46,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",6345,1,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,No
6346,Apr,1,Saturday,Chevrolet,Urban,Wednesday,Apr,1,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",6346,12,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6347,Apr,1,Saturday,Honda,Urban,Wednesday,Apr,1,Female,Single,26,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6347,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision,No
6348,Aug,4,Tuesday,Honda,Urban,Thursday,Sep,1,Male,Married,42,Policy Holder,Sedan - Liability,Sport,"more than 69,000",6348,10,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6349,Dec,3,Friday,Pontiac,Urban,Friday,Dec,3,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6349,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6350,Apr,2,Sunday,Honda,Urban,Wednesday,Apr,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6350,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,No
6351,Apr,2,Tuesday,Chevrolet,Urban,Tuesday,Apr,3,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6351,5,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,No
6352,Jul,3,Saturday,Honda,Urban,Tuesday,Jul,3,Male,Married,50,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",6352,1,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6353,Sep,4,Sunday,Mazda,Urban,Friday,Sep,5,Male,Single,80,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6353,10,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,No
6354,Dec,1,Saturday,Toyota,Rural,Tuesday,Dec,1,Male,Married,29,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6354,15,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,No
6355,Dec,2,Wednesday,Chevrolet,Urban,Thursday,Dec,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",6355,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6356,Dec,2,Tuesday,Chevrolet,Urban,Wednesday,Dec,2,Male,Single,42,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",6356,15,700,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1995,Collision,No
6357,Dec,3,Tuesday,Ford,Urban,Wednesday,Dec,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6357,6,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,No
6358,Dec,3,Wednesday,Mazda,Urban,Friday,Dec,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6358,11,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6359,Dec,3,Friday,Pontiac,Urban,Tuesday,Dec,3,Male,Married,58,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",6359,10,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6360,Dec,2,Monday,Mazda,Urban,Monday,Dec,3,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6360,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6361,Sep,2,Tuesday,Mercury,Urban,Monday,Sep,3,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6361,8,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,Yes
6362,Nov,3,Thursday,Honda,Urban,Friday,Dec,4,Male,Single,28,Policy Holder,Sport - Collision,Sport,"more than 69,000",6362,5,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6363,Nov,2,Wednesday,Pontiac,Urban,Friday,Nov,2,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6363,4,400,2,more than 30,more than 30,none,2 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,No
6364,Jul,3,Saturday,Pontiac,Rural,Monday,Jul,3,Male,Single,28,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6364,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,No
6365,Apr,2,Wednesday,Pontiac,Urban,Monday,May,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",6365,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,No
6366,Sep,2,Tuesday,Pontiac,Rural,Monday,Sep,4,Female,Single,27,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6366,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6367,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single,33,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6367,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision,No
6368,Dec,3,Friday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6368,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6369,Dec,3,Saturday,Mazda,Urban,Tuesday,Dec,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6369,6,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,No
6370,Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6370,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,No
6371,Apr,3,Sunday,Pontiac,Rural,Monday,Apr,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,"less than 20,000",6371,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,Collision,No
6372,Mar,4,Monday,Chevrolet,Urban,Monday,Mar,4,Male,Married,29,Policy Holder,Utility - All Perils,Utility,"more than 69,000",6372,2,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,No
6373,Feb,5,Monday,Toyota,Urban,Wednesday,Mar,3,Female,Married,35,Third Party,Sedan - Collision,Sedan,"less than 20,000",6373,15,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,No
6374,Feb,4,Thursday,Chevrolet,Urban,Monday,Feb,5,Male,Single,37,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6374,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,No
6375,Jun,4,Friday,Pontiac,Urban,Monday,Jun,4,Male,Married,64,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",6375,6,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,No
6376,Jun,3,Saturday,Toyota,Urban,Wednesday,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,"less than 20,000",6376,2,500,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,1995,Collision,No
6377,Apr,4,Tuesday,Honda,Urban,Tuesday,Jun,2,Male,Single,37,Policy Holder,Sedan - All Perils,Sedan,"30,000 to 39,000",6377,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6378,May,3,Saturday,Honda,Urban,Friday,Jul,2,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,"less than 20,000",6378,1,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,No
6379,May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,46,Policy Holder,Utility - All Perils,Utility,"more than 69,000",6379,6,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6380,May,1,Monday,Mazda,Urban,Tuesday,May,1,Male,Single,35,Third Party,Sport - Collision,Sport,"more than 69,000",6380,13,400,3,more than 30,more than 30,none,7 years,31 to 35,No,Yes,External,more than 5,no change,1 vehicle,1995,Collision,No
6381,May,4,Wednesday,Mazda,Urban,Wednesday,May,4,Male,Married,64,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",6381,16,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6382,May,3,Friday,Dodge,Urban,Thursday,May,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6382,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,No
6383,Jun,3,Tuesday,Accura,Urban,Wednesday,Jun,5,Female,Single,50,Policy Holder,Sedan - Collision,Sedan,"more than 69,000",6383,14,400,2,more than 30,more than 30,1,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,No
6384,Aug,2,Wednesday,Honda,Urban,Wednesday,Aug,2,Male,Married,53,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",6384,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,No
6385,Jul,2,Friday,Mazda,Urban,Tuesday,Jul,2,Female,Single,29,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6385,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Liability,No
6386,Sep,2,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",6386,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6387,Sep,3,Wednesday,Chevrolet,Urban,Tuesday,Nov,2,Male,Married,66,Policy Holder,Utility - All Perils,Utility,"more than 69,000",6387,13,700,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,Yes
6388,Oct,2,Tuesday,Accura,Urban,Thursday,Oct,3,Male,Married,44,Policy Holder,Sedan - Liability,Sport,"60,000 to 69,000",6388,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,No
6389,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6389,16,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6390,Apr,1,Tuesday,Mazda,Urban,Monday,Apr,4,Male,Single,34,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6390,10,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,No
6391,May,2,Tuesday,Pontiac,Urban,Tuesday,May,2,Female,Married,29,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6391,1,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,No
6392,Sep,3,Wednesday,Chevrolet,Urban,Wednesday,Sep,3,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6392,3,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,No
6393,Nov,1,Monday,Honda,Urban,Monday,Nov,1,Male,Married,33,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6393,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,No
6394,Dec,4,Thursday,Toyota,Urban,Monday,Dec,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,"30,000 to 39,000",6394,4,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,No
6395,Jan,5,Sunday,Toyota,Urban,Wednesday,Mar,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6395,13,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,No
6396,Sep,3,Wednesday,Honda,Urban,Thursday,Sep,4,Male,Married,59,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",6396,4,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,No
6397,Sep,3,Wednesday,Honda,Rural,Friday,Sep,3,Male,Married,34,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",6397,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils,No
6398,May,1,Tuesday,Honda,Urban,Friday,May,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6398,1,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6399,Sep,3,Wednesday,Toyota,Urban,Friday,Sep,3,Female,Widow,35,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6399,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,Yes
6400,May,3,Tuesday,Honda,Rural,Tuesday,May,3,Male,Married,43,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6400,2,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,No
6401,Jul,3,Saturday,Pontiac,Urban,Wednesday,Jul,3,Male,Single,29,Third Party,Sedan - All Perils,Sedan,"less than 20,000",6401,1,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,No
6402,Jul,1,Wednesday,Pontiac,Rural,Thursday,Jul,2,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,"20,000 to 29,000",6402,11,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,No
6403,Jul,4,Monday,Chevrolet,Urban,Monday,Sep,2,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6403,1,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,No
6404,Jul,4,Friday,Chevrolet,Urban,Monday,Jul,4,Male,Married,53,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6404,11,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,No
6405,Jul,3,Sunday,Toyota,Rural,Friday,Jul,4,Male,Married,29,Third Party,Sedan - Collision,Sedan,"20,000 to 29,000",6405,9,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,No
6406,Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,3,Male,Married,58,Policy Holder,Sedan - Liability,Sport,"40,000 to 59,000",6406,11,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,No
6407,Aug,2,Sunday,Pontiac,Urban,Tuesday,Aug,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6407,2,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,No
6408,Aug,1,Tuesday,Mazda,Urban,Friday,Aug,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",6408,16,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6409,Oct,5,Monday,Pontiac,Urban,Tuesday,Nov,1,Male,Married,60,Policy Holder,Sedan - Liability,Sport,"30,000 to 39,000",6409,10,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6410,Sep,3,Saturday,Pontiac,Rural,Thursday,Sep,5,Male,Married,58,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",6410,9,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6411,Feb,2,Monday,Pontiac,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6411,12,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,No
6412,Sep,3,Thursday,Ford,Rural,Thursday,Sep,4,Male,Married,55,Third Party,Sedan - Collision,Sedan,"30,000 to 39,000",6412,2,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,No
6413,Apr,4,Thursday,Pontiac,Urban,Monday,May,1,Male,Married,51,Third Party,Sedan - All Perils,Sedan,"20,000 to 29,000",6413,8,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6414,Apr,4,Wednesday,Mazda,Urban,Wednesday,Apr,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",6414,10,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,No
6415,Jul,4,Tuesday,Mazda,Urban,Wednesday,Sep,1,Male,Married,46,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6415,3,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,No
6416,Oct,3,Wednesday,Toyota,Urban,Friday,Nov,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6416,4,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,No
6417,Oct,3,Friday,Honda,Urban,Friday,Oct,3,Male,Married,55,Policy Holder,Sedan - Liability,Sport,"20,000 to 29,000",6417,8,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,No
6418,Sep,5,Thursday,Toyota,Urban,Tuesday,Oct,1,Female,Single,39,Third Party,Sedan - Liability,Sport,"20,000 to 29,000",6418,12,700,3,more than 30,more than 30,none,7 years,36 to 40,No,No,Internal,1 to 2,no change,1 vehicle,1995,Liability,No
6419,Mar,3,Saturday,Honda,Urban,Monday,Mar,4,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6419,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,No
6420,Dec,3,Thursday,Pontiac,Urban,Friday,Dec,3,Female,Single,23,Policy Holder,Sedan - All Perils,Sedan,"20,000 to 29,000",6420,5,400,1,more than 30,more than 30,none,4 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,No
6421,Dec,3,Friday,Mazda,Urban,Tuesday,Dec,3,Male,Married,43,Policy Holder,Utility - All Perils,Utility,"more than 69,000",6421,8,400,1,more than 30,more than 30,none,more than 7,36 to 40,Yes,No,External,none,no change,1 vehicle,1995,All Perils,No
6422,Mar,1,Sunday,Mercury,Rural,Tuesday,Nov,2,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,"more than 69,000",6422,2,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,No
6423,Mar,2,Tuesday,Pontiac,Urban,Friday,Mar,2,Female,Divorced,41,Third Party,Sedan - Collision,Sedan,"less than 20,000",6423,2,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,No
6424,Oct,1,Friday,Mazda,Urban,Tuesday,Oct,2,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,"30,000 to 39,000",6424,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,No
